id_audio;palabra;origen;sexo
chaqueta/chaqueta_pleitecas_h_esp.mp3;chaqueta;España;Hombre
chaqueta/chaqueta_urso170_h_arg.mp3;chaqueta;España;Hombre
chaqueta/chaqueta_wordfor_m_col.mp3;chaqueta;España;Hombre
cielo/cielo_alter_h_ven.mp3;cielo;España;Hombre
cielo/cielo_Aradia_m_arg.mp3;cielo;España;Hombre
cielo/cielo_beitter_m_esp.mp3;cielo;España;Hombre
cielo/cielo_bilks_h_esp.mp3;cielo;España;Hombre
cielo/cielo_camilorosa_h_chile.mp3;cielo;España;Hombre
cielo/cielo_enriquemdc23_h_mex.mp3;cielo;España;Hombre
cielo/cielo_estexu_h_esp.mp3;cielo;España;Hombre
cielo/cielo_gustav73_h_peru.mp3;cielo;España;Hombre
cielo/cielo_msalas_h_eeuu.mp3;cielo;España;Hombre
cielo/cielo_Orphneus_h_arg.mp3;cielo;España;Hombre
cielo/cielo_reality3d_h_esp.mp3;cielo;España;Hombre
clase/clase_brujacarter_m_esp.mp3;clase;España;Hombre
clase/clase_dubheed_h_esp.mp3;clase;España;Hombre
clase/clase_juansebastiancristal_h_arg.mp3;clase;España;Hombre
clase/clase_malvarez_h_esp.mp3;clase;España;Hombre
cristal/cristal_alter_h_ven.mp3;cristal;España;Hombre
cristal/cristal_grughos_h_esp.mp3;cristal;España;Hombre
cristal/cristal_mayorcatorce_h_esp.mp3;cristal;España;Hombre
cristal/cristal_mnati75_m_arg.mp3;cristal;No nativo;Hombre
cristal/cristal_yelkoastur_h_esp.mp3;cristal;España;Hombre
diente/diente_dakes_h_esp.mp3;diente;España;Hombre
diente/diente_diegolacra_h_esp.mp3;diente;España;Hombre
diente/diente_gorgorito_h_esp.mp3;diente;España;Hombre
diente/diente_momislo_h_esp.mp3;diente;España;Hombre
diente/diente_urso170_h_arg.mp3;diente;España;Hombre
diente/diente_wordfor_m_col.mp3;diente;España;Hombre
espada/espada_bienhablado_h_col.mp3;espada;España;Hombre
espada/espada_donquijote_h_mex.mp3;espada;España;Hombre
espada/espada_fpinto_h_chile.mp3;espada;España;Hombre
espada/espada_juanpirincho_h_esp.mp3;espada;España;Hombre
espada/espada_steve04_h_col.mp3;espada;España;Hombre
espada/espdad_alonsodeercilla_h_chile.mp3;espdad;España;Hombre
estrella/estrella_alan9_h_arg.mp3;estrella;España;Hombre
estrella/estrella_art26py_h_Para.mp3;estrella;España;Hombre
estrella/estrella_azdriel_h_mex.mp3;estrella;España;Hombre
estrella/estrella_bellabanks_m_esp.mp3;estrella;España;Hombre
estrella/estrella_bliks_h_esp.mp3;estrella;España;Hombre
estrella/estrella_camilorosa_h_chile.mp3;estrella;España;Hombre
estrella/estrella_cnquinteros90_m_chile.mp3;estrella;España;Hombre
estrella/estrella_enriquemdc23_h_mex.mp3;estrella;España;Hombre
estrella/estrella_er9834I_h_esp.mp3;estrella;España;Hombre
estrella/estrella_LBarcelones_m_esp.mp3;estrella;España;Hombre
estrella/estrella_LeonSand_h_col.mp3;estrella;España;Hombre
estrella/estrella_Orphneus_h_arg.mp3;estrella;España;Hombre
estrella/estrella_SebastianPerilla_h_col.mp3;estrella;España;Hombre
estrella/estrella_Seilaregia_h_mex.mp3;estrella;España;Hombre
estrella/estrella_tenpao_h_esp.mp3;estrella;España;Hombre
estrella/estrella_wordfor_m_col.mp3;estrella;España;Hombre
Flecha/flecha_alter_h_ven.mp3;flecha;España;Hombre
Flecha/flecha_aycarallo_h_esp.mp3;flecha;España;Hombre
Flecha/flecha_pablo2012_h_arg.mp3;flecha;España;Hombre
Flecha/flecha_rodneycpht_h_cuba.mp3;flecha;España;Hombre
fruta/fruta_alina_m_arg.mp3;fruta;España;Hombre
fruta/fruta_angeltellez13_h_cuba.mp3;fruta;España;Hombre
fruta/fruta_covarrubias_h_esp.mp3;fruta;España;Hombre
fruta/fruta_ignasiperez_h_esp.mp3;fruta;España;Hombre
fruta/fruta_joseangel_h_esp.mp3;fruta;España;Hombre
fruta/fruta_jperez_h_esp.mp3;fruta;España;Hombre
fruta/fruta_pablo2012_h_arg.mp3;fruta;España;Hombre
fuego/fuego_alter_h_ven.mp3;fuego;España;Hombre
fuego/fuego_beitter_m_esp.mp3;fuego;España;Hombre
fuego/fuego_camilorosa_h_chile.mp3;fuego;España;Hombre
fuego/fuego_DonQuijote_h_mex.mp3;fuego;España;Hombre
fuego/fuego_estexu_h_esp.mp3;fuego;España;Hombre
fuego/fuego_mindcontrololo_h_mex.mp3;fuego;España;Hombre
fuego/fuego_yelkoastur_h_esp.mp3;fuego;España;Hombre
globo/globo_brujacarter_m_esp.mp3;globo;España;Hombre
globo/globo_irs00013_m_esp.mp3;globo;España;Hombre
globo/globo_juanpirincho_h_esp.mp3;globo;España;Hombre
globo/globo_RRR04_m_peru.mp3;globo;España;Hombre
globo/globo_vkal_h_esp.mp3;globo;España;Hombre
gorro/gorro_camilorosa_h_chile.mp3;gorro;España;Hombre
gorro/gorro_eljose_h_peru.mp3;gorro;España;Hombre
gorro/gorro_guillermo_h_esp.mp3;gorro;España;Hombre
gorro/gorro_Pablo2012_h_arg.mp3;gorro;España;Hombre
jabon/jabon_alter_h_ven.mp3;jabon;España;Hombre
jabon/jabon_ignasiBCN_h_esp.mp3;jabon;España;Hombre
jabon/jabon_JaimeDes_h_mex.mp3;jabon;España;Hombre
jabon/jabon_pleitecas_h_esp.mp3;jabon;España;Hombre
jabon/jabon_Shaditor_m_arg.mp3;jabon;España;Hombre
lapiz/lapiz_Astridyvc_m_ven.mp3;lapiz;España;Hombre
lapiz/lapiz_BrujaCarter_m_esp.mp3;lapiz;España;Hombre
lapiz/lapiz_cisne_h_bol.mp3;lapiz;España;Hombre
lapiz/lapiz_estexu_h_esp.mp3;lapiz;España;Hombre
lapiz/lapiz_illinoi_h_eeuu.mp3;lapiz;No nativo;Hombre
lapiz/lapiz_pleitecas_h_esp.mp3;lapiz;España;Hombre
libro/libro_camilorosa_h_chile.mp3;libro;España;Hombre
libro/libro_Dakes_h_esp.mp3;libro;España;Hombre
libro/libro_DonQuijote_h_Mex.mp3;libro;España;Hombre
libro/libro_estexu_h_esp.mp3;libro;España;Hombre
libro/libro_loquim_h_arg.mp3;libro;España;Hombre
libro/libro_mith_h_esp.mp3;libro;España;Hombre
libro/libro_tenpao_h_esp.mp3;libro;España;Hombre
libro/libro_yelkoastur_h_esp.mp3;libro;España;Hombre
mosca/mosca_alter_h_ven.mp3;mosca;España;Hombre
mosca/mosca_brujacarter_m_esp.mp3;mosca;España;Hombre
mosca/mosca_camilorosa_chile_h.mp3;mosca;España;Mujer
mosca/mosca_diggeridoo_h_esp.mp3;mosca;España;Hombre
mosca/mosca_febela_m_arg.mp3;mosca;España;Hombre
mosca/mosca_ignasiperez_h_esp.mp3;mosca;España;Hombre
mosca/mosca_leooslos_h_arg.mp3;mosca;España;Hombre
mosca/mosca_mayorcatorce_h_esp.mp3;mosca;España;Hombre
mosca/mosca_miniwini_m_esp.mp3;mosca;España;Hombre
mosca/mosca_silvina_m_arg.mp3;mosca;España;Hombre
negro/negro_brujacarter_m_esp.mp3;negro;España;Hombre
negro/negro_bydopu_h_fra.mp3;negro;España;Hombre
negro/negro_ignasibcn_h_esp.mp3;negro;España;Hombre
negro/negro_nodoubt9203_h_eeuu.mp3;negro;No nativo;Hombre
negro/negro_odin35_h_mex.mp3;negro;España;Hombre
negro/negro_teknad_h_esp.mp3;negro;España;Hombre
negro/negro_victorino_h_col.mp3;negro;No nativo;Hombre
nin╠âo/nin╠âo_cancion35127_h_eeuu.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_cteve04_h_col.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_fjglez_h_esp.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_laurasanchez22_m_esp.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_mith_h_esp.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_momislo_h_esp.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_pablo2012_h_arg.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_tica_m_CR.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_wichopv_h_mex.mp3;nin╠âo;España;Hombre
Peine/peine_BrujaCarter_m_esp.mp3;peine;España;Hombre
Peine/peine_harTsaRx_h_esp.mp3;peine;España;Hombre
Peine/peine_urso170_h_arg.mp3;peine;España;Hombre
piedra/piedra_bmhawk_m_eeuu.mp3;piedra;España;Hombre
piedra/piedra_brujacarter_m_esp.mp3;piedra;España;Hombre
piedra/piedra_camilorosa_h_chile.mp3;piedra;España;Hombre
piedra/piedra_cata_m_eeuu.mp3;piedra;España;Hombre
piedra/piedra_javier_h_esp.mp3;piedra;España;Hombre
piedra/piedra_johntyner_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_jspatt_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_ksmccain21_m_eeuu.mp3;piedra;España;Hombre
piedra/piedra_matthewludlum_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_mlsantos_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_momislo_h_esp.mp3;piedra;España;Hombre
piedra/piedra_msalas_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_pablo2012_h_arg.mp3;piedra;España;Hombre
piedra/piedra_tenpao_h_esp.mp3;piedra;España;Hombre
plancha/plancha_beitter_m_esp.mp3;plancha;España;Hombre
plancha/plancha_camilorosa_h_chile.mp3;plancha;España;Hombre
plancha/plancha_yelkoastur_h_esp.mp3;plancha;España;Hombre
rojo/rojo_alter_ven_h.mp3;rojo;España;Mujer
rojo/rojo_aqucorrea_h_arg.mp3;rojo;España;Hombre
rojo/rojo_brujacarter_m_esp.mp3;rojo;España;Hombre
rojo/rojo_danibusuu_h_esp.mp3;rojo;España;Hombre
rojo/rojo_estexu_h_esp.mp3;rojo;España;Hombre
rojo/rojo_justnahuel_h_arg.mp3;rojo;España;Hombre
rojo/rojo_magdaibeth_m_col.mp3;rojo;España;Hombre
silla/silla_donquijote_h_mex.mp3;silla;España;Hombre
silla/silla_justmelody_m_arg.mp3;silla;España;Hombre
silla/silla_justnahuel_h_arg.mp3;silla;España;Hombre
silla/silla_mariad_m_esp.mp3;silla;España;Hombre
silla/silla_nymes_h_esp.mp3;silla;España;Hombre
silla/silla_roonblis_m_mex.mp3;silla;España;Hombre
silla/silla_seilaregia_h_mex.mp3;silla;España;Hombre
silla/silla_trajano_h_esp.mp3;silla;No nativo;Hombre
silla/silla_victornalab_h_ven.mp3;silla;España;Hombre
silla/silla_xristian_h_col.mp3;silla;España;Hombre
silla/silla_yelkoastur_h_esp.mp3;silla;España;Hombre
tambor/tambor_dafanafel_m_col.mp3;tambor;España;Hombre
tambor/tambor_diegolacra_h_esp.mp3;tambor;España;Hombre
tambor/tambor_fjglez_h_esp.mp3;tambor;España;Hombre
tambor/tambor_joseig_h_esp.mp3;tambor;España;Hombre
tambor/tambor_sentinel2009_h_peru.mp3;tambor;España;Hombre
taza/taza_adroguense_h_arg.mp3;taza;España;Hombre
taza/taza_alter_h_ven.mp3;taza;España;Hombre
taza/taza_amazulro_h_col.mp3;taza;España;Hombre
taza/taza_churru_h_esp.mp3;taza;España;Hombre
taza/taza_distridexter_h_arg.mp3;taza;España;Hombre
taza/taza_Eeemmmlll_m_arg.mp3;taza;España;Hombre
taza/taza_rorradealarido_m_mex.mp3;taza;España;Hombre
taza/taza_symphon_h_mex.mp3;taza;España;Hombre
tres/tres_alexanderarg_h_arg.mp3;tres;España;Hombre
tres/tres_alter_h_ven.mp3;tres;España;Hombre
tres/tres_cc4miloo_h_col.mp3;tres;España;Hombre
tres/tres_fjglez_h_esp.mp3;tres;España;Hombre
tres/tres_gmaranca_h_arg.mp3;tres;España;Hombre
tres/tres_guijaran2_h_esp.mp3;tres;España;Hombre
tres/tres_ignasibcn_h_esp.mp3;tres;España;Hombre
tres/tres_joseeduardo1775_h_chile.mp3;tres;España;Hombre
tres/tres_linlinao_h_chile.mp3;tres;España;Hombre
tres/tres_locutoraargentina_h_arg.mp3;tres;España;Hombre
tres/tres_orphneus_h_arg.mp3;tres;España;Hombre
tres/tres_steve04_h_col.mp3;tres;España;Hombre
tres/tres_volk_h_arg.mp3;tres;España;Hombre
tres/tres_yelkoastur_h_esp.mp3;tres;España;Hombre
autobus/autobus_emivallr_h_esp.mp3;autobus;España;Hombre
barco/barco_arvalosp1_h_col.mp3;barco;España;Hombre
barco/barco_azdriel_h_esp.mp3;barco;España;Hombre
barco/barco_Barreraivan27_h_col.mp3;barco;España;Hombre
barco/barco_fjglez_h_esp.mp3;barco;España;Hombre
barco/barco_jbpablotr_h_col.mp3;barco;España;Hombre
barco/barco_Momislo_h_esp.mp3;barco;España;Hombre
blanco/blanco_abstract_h_gua.mp3;blanco;España;Hombre
blanco/blanco_brujacarter_m_esp.mp3;blanco;España;Hombre
blanco/blanco_camilorosa_h_chile.mp3;blanco;España;Hombre
blanco/blanco_donquijote_h_mex.mp3;blanco;España;Hombre
blanco/blanco_enriquemdc23_h_mex.mp3;blanco;España;Hombre
blanco/blanco_gardenvillage_m_fra.mp3;blanco;España;Hombre
blanco/blanco_guijaran2_m_esp.mp3;blanco;España;Hombre
blanco/blanco_vayusta_m_esp.mp3;blanco;España;Hombre
blanco/blanco_vkal_h_esp.mp3;blanco;España;Hombre
blanco/blanco_wordfor_m_col.mp3;blanco;España;Hombre
bolso/bolso_camilorosa_h_chile.mp3;bolso;España;Hombre
bolso/bolso_mareze_h_arg.mp3;bolso;España;Hombre
bolso/bolso_sperez2418_h_mex.mp3;bolso;España;Hombre
bolso/bolso_treintaitantos_h_esp.mp3;bolso;España;Hombre
bufanda/bufanda_alter_h_ven.mp3;bufanda;España;Hombre
bufanda/bufanda_borum_h_esp.mp3;bufanda;España;Hombre
bufanda/bufanda_Gorgorito_h_esp.mp3;bufanda;España;Hombre
bufanda/bufanda_oscarm_h_esp.mp3;bufanda;España;Hombre
bufanda/bufanda_pola_m_mex.mp3;bufanda;España;Hombre
bufanda/bufanda_wordfor_m_col.mp3;bufanda;España;Hombre
cara/cara_beitter_m_esp.mp3;cara;España;Hombre
cara/cara_dakes_h_esp.mp3;cara;España;Hombre
cara/cara_diegoalcara_h_esp.mp3;cara;España;Hombre
cara/cara_emiliop_h_esp.mp3;cara;España;Hombre
cara/cara_luisdamianprimo_h_arg.mp3;cara;España;Hombre
cara/cara_orgullomoore_h_eeuu.mp3;cara;España;Hombre
cara/cara_oskerals_h_ven.mp3;cara;España;Hombre
cara/cara_randomlino_h_peru.mp3;cara;No nativo;Hombre
cara/cara_victornalab_h_ven.mp3;cara;España;Hombre
chaqueta/chaqueta_effystonem_m_mex.mp3;chaqueta;España;Hombre
chaqueta/chaqueta_irs00013_m_esp.mp3;chaqueta;España;Hombre
chaqueta/chaqueta_packo38_h_esp.mp3;chaqueta;España;Hombre
chaqueta/chaqueta_pleitecas_h_esp.mp3;chaqueta;España;Hombre
chaqueta/chaqueta_urso170_h_arg.mp3;chaqueta;España;Hombre
chaqueta/chaqueta_wordfor_m_col.mp3;chaqueta;España;Hombre
cielo/cielo_alter_h_ven.mp3;cielo;España;Hombre
cielo/cielo_Aradia_m_arg.mp3;cielo;España;Hombre
cielo/cielo_beitter_m_esp.mp3;cielo;España;Hombre
cielo/cielo_bilks_h_esp.mp3;cielo;España;Hombre
cielo/cielo_camilorosa_h_chile.mp3;cielo;España;Hombre
cielo/cielo_enriquemdc23_h_mex.mp3;cielo;España;Hombre
cielo/cielo_estexu_h_esp.mp3;cielo;España;Hombre
cielo/cielo_gustav73_h_peru.mp3;cielo;España;Hombre
cielo/cielo_msalas_h_eeuu.mp3;cielo;España;Hombre
cielo/cielo_Orphneus_h_arg.mp3;cielo;España;Hombre
cielo/cielo_reality3d_h_esp.mp3;cielo;España;Hombre
clase/clase_brujacarter_m_esp.mp3;clase;España;Hombre
clase/clase_dubheed_h_esp.mp3;clase;España;Hombre
clase/clase_juansebastiancristal_h_arg.mp3;clase;España;Hombre
clase/clase_malvarez_h_esp.mp3;clase;España;Hombre
cristal/cristal_alter_h_ven.mp3;cristal;España;Hombre
cristal/cristal_grughos_h_esp.mp3;cristal;España;Hombre
cristal/cristal_mayorcatorce_h_esp.mp3;cristal;España;Hombre
cristal/cristal_mnati75_m_arg.mp3;cristal;No nativo;Hombre
cristal/cristal_yelkoastur_h_esp.mp3;cristal;España;Hombre
diente/diente_dakes_h_esp.mp3;diente;España;Hombre
diente/diente_diegolacra_h_esp.mp3;diente;España;Hombre
diente/diente_gorgorito_h_esp.mp3;diente;España;Hombre
diente/diente_momislo_h_esp.mp3;diente;España;Hombre
diente/diente_urso170_h_arg.mp3;diente;España;Hombre
diente/diente_wordfor_m_col.mp3;diente;España;Hombre
espada/espada_bienhablado_h_col.mp3;espada;España;Hombre
espada/espada_donquijote_h_mex.mp3;espada;España;Hombre
espada/espada_fpinto_h_chile.mp3;espada;España;Hombre
espada/espada_juanpirincho_h_esp.mp3;espada;España;Hombre
espada/espada_steve04_h_col.mp3;espada;España;Hombre
espada/espdad_alonsodeercilla_h_chile.mp3;espdad;España;Hombre
estrella/estrella_alan9_h_arg.mp3;estrella;España;Hombre
estrella/estrella_art26py_h_Para.mp3;estrella;España;Hombre
estrella/estrella_azdriel_h_mex.mp3;estrella;España;Hombre
estrella/estrella_bellabanks_m_esp.mp3;estrella;España;Hombre
estrella/estrella_bliks_h_esp.mp3;estrella;España;Hombre
estrella/estrella_camilorosa_h_chile.mp3;estrella;España;Hombre
estrella/estrella_cnquinteros90_m_chile.mp3;estrella;España;Hombre
estrella/estrella_enriquemdc23_h_mex.mp3;estrella;España;Hombre
estrella/estrella_er9834I_h_esp.mp3;estrella;España;Hombre
estrella/estrella_LBarcelones_m_esp.mp3;estrella;España;Hombre
estrella/estrella_LeonSand_h_col.mp3;estrella;España;Hombre
estrella/estrella_Orphneus_h_arg.mp3;estrella;España;Hombre
estrella/estrella_SebastianPerilla_h_col.mp3;estrella;España;Hombre
estrella/estrella_Seilaregia_h_mex.mp3;estrella;España;Hombre
estrella/estrella_tenpao_h_esp.mp3;estrella;España;Hombre
estrella/estrella_wordfor_m_col.mp3;estrella;España;Hombre
Flecha/flecha_alter_h_ven.mp3;flecha;España;Hombre
Flecha/flecha_aycarallo_h_esp.mp3;flecha;España;Hombre
Flecha/flecha_pablo2012_h_arg.mp3;flecha;España;Hombre
Flecha/flecha_rodneycpht_h_cuba.mp3;flecha;España;Hombre
fruta/fruta_alina_m_arg.mp3;fruta;España;Hombre
fruta/fruta_angeltellez13_h_cuba.mp3;fruta;España;Hombre
fruta/fruta_covarrubias_h_esp.mp3;fruta;España;Hombre
fruta/fruta_ignasiperez_h_esp.mp3;fruta;España;Hombre
fruta/fruta_joseangel_h_esp.mp3;fruta;España;Hombre
fruta/fruta_jperez_h_esp.mp3;fruta;España;Hombre
fruta/fruta_pablo2012_h_arg.mp3;fruta;España;Hombre
fuego/fuego_alter_h_ven.mp3;fuego;España;Hombre
fuego/fuego_beitter_m_esp.mp3;fuego;España;Hombre
fuego/fuego_camilorosa_h_chile.mp3;fuego;España;Hombre
fuego/fuego_DonQuijote_h_mex.mp3;fuego;España;Hombre
fuego/fuego_estexu_h_esp.mp3;fuego;España;Hombre
fuego/fuego_mindcontrololo_h_mex.mp3;fuego;España;Hombre
fuego/fuego_yelkoastur_h_esp.mp3;fuego;España;Hombre
globo/globo_brujacarter_m_esp.mp3;globo;España;Hombre
globo/globo_irs00013_m_esp.mp3;globo;España;Hombre
globo/globo_juanpirincho_h_esp.mp3;globo;España;Hombre
globo/globo_RRR04_m_peru.mp3;globo;España;Hombre
globo/globo_vkal_h_esp.mp3;globo;España;Hombre
gorro/gorro_camilorosa_h_chile.mp3;gorro;España;Hombre
gorro/gorro_eljose_h_peru.mp3;gorro;España;Hombre
gorro/gorro_guillermo_h_esp.mp3;gorro;España;Hombre
gorro/gorro_Pablo2012_h_arg.mp3;gorro;España;Hombre
jabon/jabon_alter_h_ven.mp3;jabon;España;Hombre
jabon/jabon_ignasiBCN_h_esp.mp3;jabon;España;Hombre
jabon/jabon_JaimeDes_h_mex.mp3;jabon;España;Hombre
jabon/jabon_pleitecas_h_esp.mp3;jabon;España;Hombre
jabon/jabon_Shaditor_m_arg.mp3;jabon;España;Hombre
lapiz/lapiz_Astridyvc_m_ven.mp3;lapiz;España;Hombre
lapiz/lapiz_BrujaCarter_m_esp.mp3;lapiz;España;Hombre
lapiz/lapiz_cisne_h_bol.mp3;lapiz;España;Hombre
lapiz/lapiz_estexu_h_esp.mp3;lapiz;España;Hombre
lapiz/lapiz_illinoi_h_eeuu.mp3;lapiz;No nativo;Hombre
lapiz/lapiz_pleitecas_h_esp.mp3;lapiz;España;Hombre
libro/libro_camilorosa_h_chile.mp3;libro;España;Hombre
libro/libro_Dakes_h_esp.mp3;libro;España;Hombre
libro/libro_DonQuijote_h_Mex.mp3;libro;España;Hombre
libro/libro_estexu_h_esp.mp3;libro;España;Hombre
libro/libro_loquim_h_arg.mp3;libro;España;Hombre
libro/libro_mith_h_esp.mp3;libro;España;Hombre
libro/libro_tenpao_h_esp.mp3;libro;España;Hombre
libro/libro_yelkoastur_h_esp.mp3;libro;España;Hombre
mosca/mosca_alter_h_ven.mp3;mosca;España;Hombre
mosca/mosca_brujacarter_m_esp.mp3;mosca;España;Hombre
mosca/mosca_camilorosa_chile_h.mp3;mosca;España;Mujer
mosca/mosca_diggeridoo_h_esp.mp3;mosca;España;Hombre
mosca/mosca_febela_m_arg.mp3;mosca;España;Hombre
mosca/mosca_ignasiperez_h_esp.mp3;mosca;España;Hombre
mosca/mosca_leooslos_h_arg.mp3;mosca;España;Hombre
mosca/mosca_mayorcatorce_h_esp.mp3;mosca;España;Hombre
mosca/mosca_miniwini_m_esp.mp3;mosca;España;Hombre
mosca/mosca_silvina_m_arg.mp3;mosca;España;Hombre
negro/negro_brujacarter_m_esp.mp3;negro;España;Hombre
negro/negro_bydopu_h_fra.mp3;negro;España;Hombre
negro/negro_ignasibcn_h_esp.mp3;negro;España;Hombre
negro/negro_nodoubt9203_h_eeuu.mp3;negro;No nativo;Hombre
negro/negro_odin35_h_mex.mp3;negro;España;Hombre
negro/negro_teknad_h_esp.mp3;negro;España;Hombre
negro/negro_victorino_h_col.mp3;negro;No nativo;Hombre
nin╠âo/nin╠âo_cancion35127_h_eeuu.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_cteve04_h_col.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_fjglez_h_esp.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_laurasanchez22_m_esp.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_mith_h_esp.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_momislo_h_esp.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_pablo2012_h_arg.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_tica_m_CR.mp3;nin╠âo;España;Hombre
nin╠âo/nin╠âo_wichopv_h_mex.mp3;nin╠âo;España;Hombre
Peine/peine_BrujaCarter_m_esp.mp3;peine;España;Hombre
Peine/peine_harTsaRx_h_esp.mp3;peine;España;Hombre
Peine/peine_urso170_h_arg.mp3;peine;España;Hombre
piedra/piedra_bmhawk_m_eeuu.mp3;piedra;España;Hombre
piedra/piedra_brujacarter_m_esp.mp3;piedra;España;Hombre
piedra/piedra_camilorosa_h_chile.mp3;piedra;España;Hombre
piedra/piedra_cata_m_eeuu.mp3;piedra;España;Hombre
piedra/piedra_javier_h_esp.mp3;piedra;España;Hombre
piedra/piedra_johntyner_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_jspatt_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_ksmccain21_m_eeuu.mp3;piedra;España;Hombre
piedra/piedra_matthewludlum_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_mlsantos_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_momislo_h_esp.mp3;piedra;España;Hombre
piedra/piedra_msalas_h_eeuu.mp3;piedra;España;Hombre
piedra/piedra_pablo2012_h_arg.mp3;piedra;España;Hombre
piedra/piedra_tenpao_h_esp.mp3;piedra;España;Hombre
plancha/plancha_beitter_m_esp.mp3;plancha;España;Hombre
plancha/plancha_camilorosa_h_chile.mp3;plancha;España;Hombre
plancha/plancha_yelkoastur_h_esp.mp3;plancha;España;Hombre
rojo/rojo_alter_ven_h.mp3;rojo;España;Mujer
rojo/rojo_aqucorrea_h_arg.mp3;rojo;España;Hombre
rojo/rojo_brujacarter_m_esp.mp3;rojo;España;Hombre
rojo/rojo_danibusuu_h_esp.mp3;rojo;España;Hombre
rojo/rojo_estexu_h_esp.mp3;rojo;España;Hombre
rojo/rojo_justnahuel_h_arg.mp3;rojo;España;Hombre
rojo/rojo_magdaibeth_m_col.mp3;rojo;España;Hombre
silla/silla_donquijote_h_mex.mp3;silla;España;Hombre
silla/silla_justmelody_m_arg.mp3;silla;España;Hombre
silla/silla_justnahuel_h_arg.mp3;silla;España;Hombre
